G53	與<a href='S:G40'>G40</a>同源；TDNT-1:122,19；形容詞｜➊純淨，聖潔的ⓐ人ⓑ事物	ἁγνός	hagnós	hag-nos'	
G54	源自<a href='S:G53'>G53</a>；TDNT-1:124,19；陰性名詞｜➊純潔，真摯（<a href='B:540 6:6'>林後6:6</a>）	ἁγνότης	hagnótēs	hag-not'-ace	
G55	源自<a href='S:G53'>G53</a>；副詞｜➊純淨，真摯地（<a href='B:570 1:17'>腓1:17</a>）	ἁγνῶς	hagnōs	hag-noce'	
G56	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G1108'>G1108</a>；TDNT-1:116,18；陰性名詞｜➊無知（<a href='B:540 15:34'>林後15:34</a>；<a href='B:670 2:15'>彼前2:15</a>）	ἀγνωσία	agnōsía	ag-no-see'-ah	
G57	源自<a href='S:G1'>G1</a>[作質詞/語助詞]與<a href='S:G1110'>G1110</a>；TDNT-1:119,18；形容詞｜➊未知的（<a href='B:510 17:23'>徒17:23</a>）	ἄγνωστος	ágnōstos	ag'-noce-tos'	
G58	源自ageiro（聚集，可能近似於<a href='S:G1453'>G1453</a>）；陰性名詞｜➊市集	ἀγορά	agorá	ag-or-ah'	
G59	源自<a href='S:G58'>G58</a>；TDNT-1:124,19；動詞｜➊購買➋（付錢保障權益）購置（作為財產）	ἀγοράζω	agorázō	ag-or-ad'-zo	
G60	源自<a href='S:G58'>G58</a>；形容詞[作實名詞]｜➊市集（<a href='B:510 17:5'>徒17:5</a>）｜➋出庭日（<a href='B:510 19:38'>徒19:38</a>）	ἀγοραῖος	agoraîos	ag-or-ah'-yos	
G61	源自<a href='S:G71'>G71</a>；陰性名詞｜➊捕捉，狩獵（<a href='B:490 5:4'>路5:4</a>）｜➋捕獲物（<a href='B:490 5:9'>路5:9</a>）	ἄγρα	ágra	ag'-rah	
G62	源自<a href='S:G1'>G1</a>[作質詞/語助詞]與<a href='S:G1121'>G1121</a>；形容詞｜➊目不識丁的，沒受教育的（<a href='B:510 4:13'>徒4:13</a>）	ἀγράμματος	agrámmatos	ag-ram-mat-os	
G63	源自<a href='S:G68'>G68</a>與<a href='S:G832'>G832</a>（取<a href='S:G833'>G833</a>之意）；動詞｜➊在戶外生活（<a href='B:490 2:8'>路2:8</a>）	ἀγραυλέω	agrauléō	ag-row-leh'-o	
G64	源自<a href='S:G61'>G61</a>；動詞｜➊出其不意捕捉到（<a href='B:480 12:13'>可12:13</a>）	ἀγρεύω	agreúō	ag-rew'-o	
G65	源自<a href='S:G66'>G66</a>與<a href='S:G1636'>G1636</a>；形容詞｜➊野生橄欖的（<a href='B:520 11:17'>羅11:17</a>）｜➋野生橄欖樹（<a href='B:520 11:24'>羅11:24</a>）	ἀγριέλαιος	agriélaios	ag-ree-el'-ah-yos	
G66	源自<a href='S:G68'>G68</a>；形容詞｜➊野生的（<a href='B:470 3:4'>太3:4</a>；<a href='B:480 1:6'>可1:6</a>）｜➋沒有節制的（<a href='B:720 1:13'>猶1:13</a>）	ἄγριος	ágrios	ag'-ree-os	
G67	源自<a href='S:G66'>G66</a>與<a href='S:G2462'>G2462</a>；陽性專有名詞｜亞基帕：英雄一樣的｜➊耶穌時代，統治以色列人的一個家族名ⓐ亞基帕一世（<a href='B:510 12:1'>徒12:1</a>和合本作：希律）ⓑ亞基帕二世｜有關希律的討論，見<a href='S:G2264'>G2264</a>	Ἀγρίππας	Agríppas	ag-rip'-pas	
G68	源自<a href='S:G71'>G71</a>；陽性名詞｜➊鄉間，土地，原野｜➋農地，地產｜➌宜於耕種的土地，田野	ἀγρός	agrós	ag-ros'	
G69	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G5258'>G5258</a>；TDNT-2:338,195；動詞｜➊儆醒➋專心照顧及	ἀγρυπνέω	agrypnéō	ag-roop-neh'-o	
G70	源自<a href='S:G69'>G69</a>；陰性名詞｜➊不眠，儆醒（<a href='B:540 6:5'>林後6:5</a>; <a href='B:540 11:27'>11:27</a>）	ἀγρυπνία	agrypnía	ag-roop-nee'-ah	
G71	字根型；動詞｜➊從一個地點引往另一地點ⓐ引導，帶領ⓑ攜帶｜➋逮捕，帶走｜➌（道德與靈性上的）帶領，指引，鼓勵｜➍度過｜➎（離開一個地點）去	ἄγω	ágō	ag'-o	
G72	重覆<a href='S:G71'>G71</a>的拼字而來；TDNT-1:128,20；陰性名詞｜➊生活方式，品行（<a href='B:620 3:10'>提後3:10</a>）	ἀγωγή	agōgḗ	ag-o-gay'	
G73	源自<a href='S:G71'>G71</a>；TDNT-1:135,20；陽性名詞｜➊競賽，賽程（<a href='B:650 12:1'>來12:1</a>）｜➋爭鬥，戰爭	ἀγών	agṓn	ag-one'	
G74	源自<a href='S:G73'>G73</a>；TDNT-1:140,20；陰性名詞｜➊痛苦，悲傷（<a href='B:490 22:44'>路22:44</a>）	ἀγωνία	agōnía	ag-o-nee'-ah	
G75	源自<a href='S:G73'>G73</a>；TDNT-1:135,20；動詞｜➊參加比賽（<a href='B:530 9:25'>林前9:25</a>）｜➋打鬥，奮爭ⓐ字意（<a href='B:500 18:36'>約18:36</a>）ⓑ喻意	ἀγωνίζομαι	agōnízomai	ag-o-nid'-zom-ahee	
G76	源自希伯來文的[0121]；TDNT-1:141,21；陽性專有名詞｜亞當：紅土｜➊亞當，第一個被造之人，全人類的始祖	Ἀδάμ	Adám	ad-am'	
G77	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G1160'>G1160</a>；形容詞｜➊免費的（<a href='B:530 9:18'>林前9:18</a>）	ἀδάπανος	adápanos	ad-ap'-an-os	
G78	可能源自希伯來文參<a href='S:G5716'>G5716</a>；陽性專有名詞｜亞底：裝飾｜➊哥桑的兒子，麥基的父親，耶穌基督的家譜（<a href='B:490 3:28'>路3:28</a>）	Ἀδδί	Addí	ad-dee'	
G79	源自<a href='S:G80'>G80</a>；TDNT-1:144,22；陰性名詞｜➊親生姐妹｜➋姐妹ⓐ具相同信仰的ⓑ群體中關係親密者	ἀδελφή	adelphḗ	ad-el-fay'	
G80	源自<a href='S:G1'>G1</a>，是連接的質詞/語助詞，和delphus（孕育處；發源地；子宮）；TDNT-1:144,22；陽性名詞｜➊兄弟｜➋（一如親生兄弟親近的）兄弟，同伴，同夥ⓐ具相同信念的ⓑ同胞ⓒ鄰舍ⓓ（非經文用法）國王稱呼權位高之人	ἀδελφός	adelphós	ad-el-fos'	
G81	源自<a href='S:G80'>G80</a>；TDNT-1:144,22；陰性名詞｜➊信徒團契（<a href='B:670 2:17'>彼前2:17</a>; <a href='B:670 5:9'>5:9</a>）	ἀδελφότης	adelphótēs	ad-el-fot'-ace	
G82	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G1212'>G1212</a>；形容詞｜➊不清楚的，隱晦的，看不見的（<a href='B:490 11:44'>路11:44</a>）｜➋不明顯的（<a href='B:530 14:8'>林前14:8</a>）	ἄδηλος	ádēlos	ad'-ay-los	
G83	源自<a href='S:G82'>G82</a>；陰性名詞｜➊不確定性（<a href='B:610 6:17'>提前6:17</a>）	ἀδηλότης	adēlótēs	ad-ay-lot'-ace	
G84	源自<a href='S:G82'>G82</a>；副詞｜➊沒把握地（<a href='B:530 9:26'>林前9:26</a>）	ἀδήλως	adḗlōs	ad-ay'-loce	
G85	源自adeo的衍生詞；動詞｜➊焦慮，悲傷，愁煩	ἀδημονέω	adēmonéō	ad-ay-mon-eh'-o	
G86	源自<a href='S:G1'>G1</a>，否定詞質詞/語助詞，與<a href='S:G1492'>G1492</a>；TDNT-1:146,22；專有地名｜➊陰間（Hades原為陰府神祇的名字，指死者之境）｜➋（擬人化的）陰間	ᾅδης	háidēs	hah'-dace	
G87	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G1252'>G1252</a>的衍生詞；TDNT-3:950,469；形容詞｜➊不分歧，公平，堅定（<a href='B:660 3:17'>雅3:17</a>）	ἀδιάκριτος	adiákritos	ad-ee-ak'-ree-tos	
G88	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，及<a href='S:G1223'>G1223</a>與<a href='S:G3007'>G3007</a>的衍生字；形容詞｜➊未間斷的，未停歇的，持續的（<a href='B:520 9:2'>羅9:2</a>；<a href='B:620 1:3'>提後1:3</a>）	ἀδιάλειπτος	adiáleiptos	ad-ee-al'-ipe-tos	
G89	源自<a href='S:G88'>G88</a>；副詞｜➊不中斷地，持續地	ἀδιαλείπτως	adialeíptōs	ad-ee-al-ipe'-toce	
G90	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G1311'>G1311</a>的衍生字；見apthoria {af-thor-ee'ah}｜TWOT-9:103；陰性名詞｜➊正直，真誠（<a href='B:630 2:7'>多2:7</a>）	ἀδιαφθορία	adiaphthoría	ad-ee-af-thor-ee'-ah	
G91	源自<a href='S:G94'>G94</a>；TDNT-1:157,22；動詞｜➊做錯ⓐ不及物：觸犯人或神的律法ⓑ及物：錯待人，或不公待｜➋傷害	ἀδικέω	adikéō	ad-ee-keh'-o	
G92	源自<a href='S:G91'>G91</a>；TDNT-1:161,22；中性名詞｜➊罪行，惡事，不正當行為	ἀδίκημα	adíkēma	ad-eek'-ay-mah	
G93	源自<a href='S:G94'>G94</a>；TDNT-1:153,22；陰性名詞｜➊（有違正直行為標準的）罪行｜➋不公義，邪惡，不公正	ἀδικία	adikía	ad-ee-kee'-ah	
G94	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G1349'>G1349</a>；TDNT-1:149,22；形容詞｜➊（有違正確的）不公，扭曲的｜➋沒有公義的（<a href='B:490 16:10'>路16:10</a><a href='B:490 16:11'>,11</a>）	ἄδικος	ádikos	ad'-ee-kos	
G95	源自<a href='S:G94'>G94</a>；副詞｜➊不公正地，不應得地（<a href='B:670 2:19'>彼前2:19</a>）	ἀδίκως	adíkōs	ad-ee'-koce	
G96	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G1384'>G1384</a>；TDNT-2:255,181；形容詞｜➊不夠格的，沒有價值的，基本的	ἀδόκιμος	adókimos	ad-ok'-ee-mos	
G97	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G1388'>G1388</a>；形容詞｜➊純粹無雜質的（<a href='B:670 2:2'>彼前2:2</a>）	ἄδολος	ádolos	ad'-ol-os	
G98	源自Adramutteion（小亞細亞的一個地名）；專有地名｜亞大米田：我要死了｜➊亞大米田，每西亞的一個海港（<a href='B:510 27:2'>徒27:2</a>）	Ἀδραμυττηνός	Adramyttēnós	ad-ram-oot-tay-nos'	
G99	源自Adria（靠近其海岸的一個地方）；專有地名｜亞底亞：無林之地｜➊亞得里亞海，亞底亞，介在希臘和義大利之間的海域（<a href='B:510 27:27'>徒27:27</a>）	Ἀδρίας	Adrías	ad-ree'-as	
G100	源自hadros（結實）；陰性名詞｜➊豐厚（<a href='B:540 8:20'>林後8:20</a>）	ἁδρότης	hadrótēs	had-rot'-ace	
G101	源自<a href='S:G102'>G102</a>；TDNT-2:284,186；動詞｜➊不可能（<a href='B:470 17:20'>太17:20</a>；<a href='B:490 1:37'>路1:37</a>）	ἀδυνατέω	adynatéō	ad-oo-nat-eh'-o	
G102	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G1415'>G1415</a>；TDNT-2:284,186；形容詞｜➊無能，無力ⓐ形容詞（<a href='B:510 14:8'>徒14:8</a>）ⓑ實名詞（<a href='B:520 15:1'>羅15:1</a>）｜➋不可能的ⓐ形容詞ⓑ實名詞（<a href='B:520 8:3'>羅8:3</a>）	ἀδύνατος	adýnatos	ad-oo'-nat-os	
G103	字根型；TDNT-1:163,24；動詞｜➊歌唱（讚美）	ᾄδω	áidō	ad'-o	
G104	源自一個老舊的基本名詞（似乎意指著持續的時間）；副詞｜➊總是（<a href='B:670 3:15'>彼前3:15</a>）｜➋不止，持續地	ἀεί	aeí	ah-eye'	
G105	與<a href='S:G109'>G109</a>同源；陽性名詞｜➊老鷹	ἀετός	aetós	ah-et-os'	
G106	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G2219'>G2219</a>；TDNT-2:902,302；形容詞｜➊實名詞：無酵餅｜➋實名詞：除酵節	ἄζυμος	ázymos	ad'-zoo-mos	
G107	源自希伯來文參希伯來文<a href='S:H5809'>H5809</a>；陽性專有名詞｜亞所：幫助者｜➊以利亞敬的兒子，名列耶穌的家譜之中（<a href='B:470 1:13'>太1:13</a><a href='B:470 1:14'>,14</a>）	Ἀζώρ	Azṓr	ad-zore'	
G108	源自希伯來文<a href='S:H795'>H795</a>；專有地名｜亞鎖都或亞實突（舊約）：要塞｜➊非利士人的五個重要城市之一，位於Ashkelon和Jamnia之間，靠近地中海（<a href='B:510 8:4'>徒8:4</a>）	Ἄζωτος	Ázōtos	ad'-zo-tos	
G109	源自aemi（無意識的呼吸，亦即呼吸；類比為吹氣）；TDNT-1:165,25；陽性名詞｜➊空氣｜➋空中，天空	ἀήρ	aḗr	ah-ayr'	
G110	源自<a href='S:G1'>G1</a>與<a href='S:G2288'>G2288</a>的組合；TDNT-3:22,312；陰性名詞｜➊不死，不朽，永存	ἀθανασία	athanasía	ath-an-as-ee'-ah	
G111	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，法律，裁判的衍生字（法令，源自<a href='S:G5087'>G5087</a>的字根）；TDNT-1:166,25；形容詞｜➊不法，禁止的（<a href='B:510 10:28'>徒10:28</a>）｜➋不分是非，令人嫌惡，不得體的（<a href='B:670 4:3'>彼前4:3</a>）	ἀθέμιτος	athémitos	ath-em'-ee-tos	
G112	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G2316'>G2316</a>；TDNT-3:120,322；形容詞｜➊無神的（<a href='B:560 2:12'>弗2:12</a>）	ἄθεος	átheos	ath'-eh-os	
G113	源自<a href='S:G1'>G1</a>，否定質詞/語助詞，與<a href='S:G5087'>G5087</a>的衍生字（立起）；TDNT-1:167,25；形容詞｜➊不合宜的，可恥的，目無法紀的（<a href='B:680 2:7'>彼後2:7</a>; <a href='B:680 3:17'>3:17</a>）	ἄθεσμος	áthesmos	ath'-es-mos	
G114	源自<a href='S:G1'>G1</a>的複合字（用作否定質詞/否定語助詞）且是<a href='S:G5087'>G5087</a>的衍生字；TDNT-8:158,1176；動詞｜➊視為無用，廢除，忽視｜➋棄絕，不認可，不容許	ἀθετέω	athetéō	ath-et-eh'-o	
G115	源自<a href='S:G114'>G114</a>；TDNT-8:158,1176；陰性名詞｜➊廢止（<a href='B:650 7:18'>來7:18</a>）｜➋除去（<a href='B:650 9:26'>來9:26</a>）	ἀθέτησις	athétēsis	ath-et'-ay-sis	
G116	雅典娜的複數
G117	源自<a href='S:G116'>G116</a>；形容詞｜➊住在雅典的，雅典人（<a href='B:510 17:21'>徒17:21</a><a href='B:510 17:22'>,22</a>）	Ἀθηναῖος	Athēnaîos	ath-ay-nah'-yos	
G118	源自athlos（競賽）；TDNT-1:167,25；動詞｜➊比賽（<a href='B:620 2:5'>提後2:5</a>）	ἀθλέω	athléō	ath-leh'-o	
G119	源自<a href='S:G118'>G118</a>；TDNT-1:167,25；陰性名詞｜➊競賽（<a href='B:650 10:32'>來10:32</a>）	ἄθλησις	áthlēsis	ath'-lay-sis	
G120	源自<a href='S:G1'>G1</a>的複合字，否定質詞/語助詞，與<a href='S:G2372'>G2372</a>；動詞｜➊沮喪灰心的，使氣餒，傷心失志（<a href='B:580 3:21'>西3:21</a>）	ἀθυμέω	athyméō	ath-oo-meh'-o	
